Linea
(11) Zona K Calle 26
(12) Zona L Carrera 10
(30) Zona G NQS Sur
(31) Zona F Av. Américas
(32) Zona C Av. Suba
(33) Zona B AutoNorte
(34) Zona H Caracas Sur
(35) Zona D Calle 80
(36) Zona A Caracas
(37) Zona J Eje Ambiental
(38) Zona E NQS Central
(39) Zona F Calle 13
